title,price,region,city,rooms,area_m2,floor,total_floors,year,price_per_m2,floor_ratio,apartment_age,price_category,size_category,district
3-комнатная квартира · 89.6 м² · 9/10 этаж,48000000,"наурызбайский р-н, мкр шугыла, жунисова",алматы,3,89.6,9,10,2020,535714.2857142858,0.9,6,high,large,наурызбайский р-н
2-комнатная квартира · 68 м² · 9/9 этаж,38500000,"жетысуский р-н, мкр кулагер — казыбаева",алматы,2,68.0,9,9,2006,566176.4705882353,1.0,20,high,medium,жетысуский р-н
3-комнатная квартира · 85.7 м² · 4/20 этаж,56999999,"есильский р-н, кабанбай батыра 49 — бухар жырау ботанический сад",астана,3,85.7,4,20,2020,665110.8401400233,0.2,6,high,large,есильский р-н
4-комнатная квартира · 195.7 м² · 1/1 этаж,154603000,"талгарский район, поселок каменное плато, территория park resort «восемь озер»",теренкара,4,195.7,1,1,2021,790000.0,1.0,5,luxury,very_large,unknown
2-комнатная квартира · 43.2 м² · 3/5 этаж,12500000,"алихана бокейханова р-н, майкудук, 12й микрорайон 45",караганда,2,43.2,3,5,1966,289351.85185185185,0.6,60,budget,medium,алихана бокейханова р-н
3-комнатная квартира · 64 м² · 11/14 этаж,89900000,"бостандыкский р-н, розыбакиева 388 — розыбакиева — аль-фараби",алматы,3,64.0,11,14,2021,1404687.5,0.7857142857142857,5,luxury,medium,бостандыкский р-н
3-комнатная квартира · 165 м² · 11/13 этаж,140000000,"алмалинский р-н, шевченко",алматы,3,165.0,11,13,2007,848484.8484848485,0.8461538461538461,19,luxury,very_large,алмалинский р-н
2-комнатная квартира · 38.8 м² · 4/9 этаж,22900000,"наурызбайский р-н, мкр шугыла, сакен жунисов",алматы,2,38.8,4,9,2026,590206.1855670103,0.4444444444444444,0,mid,small,наурызбайский р-н
3-комнатная квартира · 62 м² · 9/9 этаж,45000000,"алматы р-н, тауелсиздик 23 — шарль де голль",астана,3,62.0,9,9,2023,725806.4516129033,1.0,3,high,medium,алматы р-н
1-комнатная квартира · 42.6 м² · 4/5 этаж,17000000,"нура р-н, коргалжинское шоссе 128",астана,1,42.6,4,5,2024,399061.0328638498,0.8,2,mid,medium,нура р-н
4-комнатная квартира · 112 м² · 12/12 этаж,84000000,"сарайшык р-н, ахмет байтурсынулы 14",астана,4,112.0,12,12,2024,750000.0,1.0,2,luxury,very_large,сарайшык р-н
3-комнатная квартира · 105 м² · 2/9 этаж,90000000,"сарайшык р-н, сагадат нурмагамбетов 15, 16",астана,3,105.0,2,9,2026,857142.8571428572,0.2222222222222222,0,luxury,very_large,сарайшык р-н
3-комнатная квартира · 58 м² · 1/4 этаж,39000000,"ауэзовский р-н, 6-й микрорайон",алматы,3,58.0,1,4,1965,672413.7931034482,0.25,61,high,medium,ауэзовский р-н
1-комнатная квартира · 37 м² · 15/18 этаж,32350000,"нура р-н, туран 39",астана,1,37.0,15,18,2025,874324.3243243244,0.8333333333333334,1,high,small,нура р-н
2-комнатная квартира · 41 м² · 4/15 этаж,35000000,"нура р-н, туран 71",астана,2,41.0,4,15,2024,853658.5365853659,0.26666666666666666,2,high,medium,нура р-н
4-комнатная квартира · 95.3 м² · 3/9 этаж,65300000,"ауэзовский р-н, мкр жетысу-1 27 — момыш-улы - ниже абая",алматы,4,95.3,3,9,1990,685204.6169989507,0.3333333333333333,36,luxury,large,ауэзовский р-н
3-комнатная квартира · 70.4 м² · 11/12 этаж,45000000,"алатауский р-н, мкр дарабоз — момышұлы",алматы,3,70.4,11,12,2022,639204.5454545454,0.9166666666666666,4,high,large,алатауский р-н
2-комнатная квартира · 58 м² · 3/6 этаж,37500000,"алатауский р-н, мкр самгау, ырысты 46/8",алматы,2,58.0,3,6,2022,646551.724137931,0.5,4,high,medium,алатауский р-н
2-комнатная квартира · 56 м² · 5/5 этаж,55500000,"медеуский р-н, есенова — маметовой",алматы,2,56.0,5,5,1984,991071.4285714285,1.0,42,high,medium,медеуский р-н
2-комнатная квартира · 61 м² · 6/6 этаж,41000000,"есильский р-н, улы дала 56 — гейдар алиева",астана,2,61.0,6,6,2017,672131.1475409836,1.0,9,high,medium,есильский р-н
2-комнатная квартира · 40 м² · 1/5 этаж,7500000,карла маркса 44б,шахтинск,2,40.0,1,5,1952,187500.0,0.2,74,budget,small,unknown
2-комнатная квартира · 77.2 м² · 5/6 этаж,42990000,"нура р-н, нарикбаева",астана,2,77.2,5,6,2017,556865.2849740932,0.8333333333333334,9,high,large,нура р-н
2-комнатная квартира · 52 м² · 3/10 этаж,35000000,"алатауский р-н, мкр аккент",алматы,2,52.0,3,10,2023,673076.9230769231,0.3,3,high,medium,алатауский р-н
2-комнатная квартира · 63.4 м² · 3/9 этаж,29500000,"алатауский р-н, мкр зердели 1/161",алматы,2,63.4,3,9,2013,465299.68454258674,0.3333333333333333,13,mid,medium,алатауский р-н
3-комнатная квартира · 117 м² · 5/5 этаж,46000000,"алматы р-н, мустафина 5/1",астана,3,117.0,5,5,2001,393162.3931623932,1.0,25,high,very_large,алматы р-н
3-комнатная квартира · 86 м² · 11/12 этаж,39900000,​чингиз айтматов 62/1 — набережная реки есиль,астана,3,86.0,11,12,2022,463953.488372093,0.9166666666666666,4,high,large,unknown
2-комнатная квартира · 36.3 м² · 5/9 этаж,25000000,"сарайшык р-н, мухамеджан тынышбайулы 10",астана,2,36.3,5,9,2025,688705.2341597796,0.5555555555555556,1,mid,small,сарайшык р-н
3-комнатная квартира · 85 м² · 5/12 этаж,71000000,"нура р-н, жубан молдагалиев 5 — горящая цена! ипотека +",астана,3,85.0,5,12,2024,835294.1176470588,0.4166666666666667,2,luxury,large,нура р-н
3-комнатная квартира · 97.7 м² · 3/3 этаж,130000000,"медеуский р-н, мкр горный гигант, оспанова 80/85",алматы,3,97.7,3,3,2026,1330603.889457523,1.0,0,luxury,large,медеуский р-н
2-комнатная квартира · 61.8 м² · 10/10 этаж,45700000,"есильский р-н, алихан бокейхан 15/1",астана,2,61.8,10,10,2022,739482.2006472492,1.0,4,high,medium,есильский р-н
2-комнатная квартира · 56.1 м² · 6/9 этаж,34500000,"турксибский р-н, мкр кайрат, пк кунаев 501/17",алматы,2,56.1,6,9,2025,614973.2620320856,0.6666666666666666,1,high,medium,турксибский р-н
2-комнатная квартира · 47 м² · 12/12 этаж,27500000,"нура р-н, чингиза айтматова 77",астана,2,47.0,12,12,2024,585106.3829787234,1.0,2,mid,medium,нура р-н
2-комнатная квартира · 37 м² · 5/10 этаж,25000000,"алматы р-н, калдаяков 26",астана,2,37.0,5,10,2019,675675.6756756756,0.5,7,mid,small,алматы р-н
3-комнатная квартира · 53 м² · 9/13 этаж,53000000,"ауэзовский р-н, астана — саина-шаляпина",алматы,3,53.0,9,13,2022,1000000.0,0.6923076923076923,4,high,medium,ауэзовский р-н
2-комнатная квартира · 57.4 м² · 4/12 этаж,32500000,"алатауский р-н, мкр алгабас, омарова 1 — аккент",алматы,2,57.4,4,12,2025,566202.0905923345,0.3333333333333333,1,high,medium,алатауский р-н
3-комнатная квартира · 76 м² · 18/19 этаж,45700000,"алмалинский р-н, брусиловского",алматы,3,76.0,18,19,2012,601315.7894736842,0.9473684210526315,14,high,large,алмалинский р-н
2-комнатная квартира · 48 м² · 3/3 этаж,24000000,"турксибский р-н, огарёва 2в — огарёва",алматы,2,48.0,3,3,1964,500000.0,1.0,62,mid,medium,турксибский р-н
1-комнатная квартира · 35.6 м² · 1/5 этаж,19000000,"алатауский р-н, мкр коккайнар, 20-й микрорайон 46 к19 — саина ,напротив саяны",алматы,1,35.6,1,5,2024,533707.8651685393,0.2,2,mid,small,алатауский р-н
2-комнатная квартира · 70.6 м² · 7/7 этаж,37000000,"алатауский р-н, касыма шарипова",алматы,2,70.6,7,7,2023,524079.3201133145,1.0,3,high,large,алатауский р-н
2-комнатная квартира · 64.5 м² · 7/10 этаж,45000000,"нура р-н, айтматова 40 — мухамедханова",астана,2,64.5,7,10,2020,697674.4186046511,0.7,6,high,medium,нура р-н
2-комнатная квартира · 58 м² · 14/15 этаж,50000000,"есильский р-н, пр.кабанбай батыра 5/3 — ул.т.рыскулова",астана,2,58.0,14,15,2022,862068.9655172414,0.9333333333333333,4,high,medium,есильский р-н
1-комнатная квартира · 41 м² · 3/3 этаж,23000000,"турксибский р-н, суюнбая — базар пожарка, трц март",алматы,1,41.0,3,3,1975,560975.6097560975,1.0,51,mid,medium,турксибский р-н
